Caracteristica 1,Caracteristica 2,Caracteristica 3,Caracteristica 4,Caracteristica 5,Caracteristica 6,Caracteristica 7,Caracteristica 8,Caracteristica 9,Caracteristica 10,Caracteristica 11,Caracteristica 12,Caracteristica 13,Caracteristica 14,Caracteristica 15,Caracteristica 16,Caracteristica 17,Caracteristica 18,Caracteristica 19,Caracteristica 20,Caracteristica 21,Caracteristica 22,Caracteristica 23,Caracteristica 24,Caracteristica 25,Caracteristica 26,Caracteristica 27,Caracteristica 28,Caracteristica 29,Caracteristica 30,Caracteristica 31,Caracteristica 32,Caracteristica 33,Caracteristica 34,Caracteristica 35,Caracteristica 36,Caracteristica 37,Caracteristica 38,Caracteristica 39,Caracteristica 40,Caracteristica 41,Caracteristica 42,Caracteristica 43,Caracteristica 44,Caracteristica 45,Caracteristica 46,Caracteristica 47,Caracteristica 48,Caracteristica 49,Caracteristica 50,Caracteristica 51,Caracteristica 52,Caracteristica 53,Caracteristica 54,Caracteristica 55,Caracteristica 56,Caracteristica 57,Caracteristica 58,Caracteristica 59,Caracteristica 60,Caracteristica 61,Caracteristica 62,Caracteristica 63,Caracteristica 64,Caracteristica 65,Instrumento
15.789673812518165,15.825005407552872,0.92796444580872,0.9633091122836532,0.931547320116861,-16.178904978229696,-18.937465723338725,155.52844412542177,12.471104366711947,156.128940048686,-12.13115375273652,-11.826557455971614,73.38367970953225,8.566427476464868,73.66701438022545,-19.42222117429815,-21.89137993777136,110.43754969151279,10.508927142744534,110.86394949727145,1.9613407656503874,1.9695083458527498,90.36666815826068,9.506138446196788,90.7155742129258,-26.430810060081967,-25.901013756043064,136.27575476124014,11.67372069056135,136.80191597653456,9.307835103010959,6.9482800139699625,308.93922558955666,17.57666707853217,310.13204113237333,-25.387627262215336,-26.734090023240217,219.19680820516078,14.805296626719803,220.04312792796082,-27.19094103343755,-28.817726856987612,193.010804912709,13.8928328613249,193.75602037569257,-36.10321709374395,-35.955474956335486,194.19522740601383,13.935394770368504,194.9450159288168,-20.63875538339414,-21.010478063527053,146.90245321996932,12.120332223993257,147.4696441590426,-23.983703853606116,-23.004129450387225,211.13975747479597,14.53064890067873,211.95496889361758,-25.53727999619798,-24.53964343775758,358.5155450326929,18.934506728000414,359.89977493629357,0.0
13.90017608480586,13.831243735207995,0.8463211035516112,0.9199571204961735,0.8495887526000728,-14.040162205307057,-12.96846205451142,39.33783407286275,6.271988047889022,39.48971760210159,-3.4515026212386615,-2.8783928385412243,27.01885280894502,5.197966218526725,27.123172703960265,-8.59818831817199,-7.390642412563931,60.7629300226203,7.79505805126686,60.99753593004354,18.299892635952624,19.29727446691553,95.98459060056473,9.79717258195265,96.35518747547036,0.7956234194648572,1.2622260285771243,86.91355408138838,9.32274391375138,87.2491276492702,-3.7131672927592088,-4.127361597514648,118.09908402575914,10.867340246157712,118.55506504516364,6.035567357535436,5.685687450756763,104.21676696076564,10.208661369678477,104.61914830038269,-26.471075008165556,-26.29080402916988,91.04695668389317,9.54185289573745,91.39848933518226,0.2756587983224423,0.5484156109877117,123.77655891493716,11.125491401054479,124.25446068680941,-11.70135041881778,-12.460373923414808,151.41909386833137,12.305246599249093,152.00372357438664,9.537463392908586,9.611272023710814,150.93321326750916,12.28548791328652,151.51596698668868,2.758966063948758,2.0244060921103366,177.32051891300577,13.316175085699562,178.0051541211641,0.0
17.645189013266126,17.76603864747637,1.256982112398619,1.1211521361521901,1.2618353251878027,-21.3473897655432,-22.182353347539475,33.0281022040209,5.747008108922493,33.15562383415225,24.05421589176596,23.27298589946801,35.0967494439281,5.924250960579582,35.2322581290398,-25.854834917288198,-26.5164675447853,66.79472409115665,8.172803930791234,67.05261877876735,36.413683616558025,35.76317430893475,83.27699195764565,9.125622825738835,83.59852474512695,-33.43972394016229,-33.71795844390615,137.05753192442992,11.707157294767587,137.58671158436985,18.168725567421475,18.254326665241848,105.6744788945686,10.279809282986168,106.08248846559007,-12.031464132896733,-12.379278878913395,236.21547455087594,15.369302994959659,237.12750341014572,11.688153093577789,11.749237778667393,255.8607820660177,15.995648847921665,256.84866153345405,-8.540116313002267,-8.253799602700697,216.42759190221136,14.71147823647275,217.26321967017364,17.735747000324857,17.62895171301695,251.80192887037308,15.86826798583806,252.77413708994973,-5.194029383716882,-5.7849473077783875,237.38367647476164,15.407260511679604,238.30021576616986,-3.864844736662358,-2.885055139878259,217.91694203471258,14.762010094655558,218.75832018928685,0.0
16.068640169852245,16.38454927557182,1.7258003600310208,1.313697210178594,1.7324636818844232,-16.512052914600304,-17.1599777859808,46.47919090009262,6.817564880519482,46.658647235614254,19.63911084278988,19.429559586778147,65.50253396043581,8.093363575203812,65.75543949696255,-26.668470324632253,-30.028870309250934,229.11512949503168,15.136549458018221,229.99974389462642,30.21264409206238,33.71686111270411,192.1805783666875,13.862920989700818,192.92258832177114,-22.125546236501176,-23.880340636893983,188.28198061204805,13.721588122810276,189.0089380661487,18.82521099533875,19.610917543907256,117.13235794296759,10.822770345108852,117.58460642923396,-13.54627414666286,-12.82083737563539,226.62779618472862,15.054162088430184,227.5028069808087,-3.877326371577847,-3.7516465098075855,122.82964141480625,11.082853487022476,123.30388713455454,-14.405359993426657,-13.829632452061034,224.5087929807542,14.983617486466818,225.37562229728215,3.343417082248318,2.558351249206673,124.85608683152645,11.173902041432369,125.33815666485289,-10.749086668921175,-10.331501217351013,155.09357719694455,12.453657181605111,155.69239409731887,-7.421105592420028,-8.9946468932337,164.3188090290931,12.818689832782955,164.95324458519002,0.0
18.122086528144646,18.53447415734663,1.3731266172257928,1.171804854583643,1.3784282643965482,-30.738683847341598,-29.899451016223118,63.578760108425726,7.973629042564354,63.824237946682196,25.963650664749053,31.557681455272117,277.7923343827831,16.66710335909582,278.864891658392,-33.25139883177035,-33.16115896524063,137.82552861326872,11.739911780472148,138.35767351138946,39.92349449277926,43.210053780823124,213.7985796678047,14.621852812410769,214.62405680937923,-28.429191016298205,-28.464490548615572,78.6597596127092,8.869033747410661,78.96346524827943,7.391615152327773,8.160789041896273,211.72072779701287,14.550626371294566,212.5381823444916,-15.151736776728068,-15.37784901126567,172.5624831564607,13.136304014313184,173.2287475701921,-35.81642301053916,-37.0333008652669,126.49679561374086,11.247079425955027,126.98520023001004,5.547751374688312,7.35756821204519,319.58108651520297,17.87683099755667,320.81499032414183,-34.658340657840895,-34.92321516309052,365.8706626985928,19.127745886501963,367.28329073990005,28.970025273799433,33.115183972563244,508.57997776026815,22.55171784499505,510.54360701802995,-25.685286731176618,-25.17281664955995,339.66191192843144,18.429918934396632,340.97334788182303,0.0
17.49667315245395,17.757838956338055,0.8914525795289056,0.9441676649456417,0.8948944813803684,-24.640428632561996,-25.872219704278603,62.25978976284543,7.8904872956519885,62.50017505150507,29.848748674961165,29.964847628049696,51.15344859125609,7.152163909702859,51.35095225377064,-25.167883981866325,-25.316356683435192,134.85328678568456,11.612634790851065,135.37395584663318,34.403774535998856,34.46063269351077,83.54045273575777,9.140046648445388,83.86300274632059,-26.75246322319218,-27.311485931414634,164.6562830035595,12.831846437810869,165.29202154797477,-1.3464945627151998,-1.0896925279074152,90.96488525965916,9.537551324090431,91.3161010328624,-17.025673472819843,-14.20976584196898,252.11234808684048,15.878046104191803,253.0857548362104,-35.91324644317034,-36.275045177085914,129.12981397914845,11.363529996402898,129.62838468949278,1.1907360323382412,0.4669030671257133,142.43773202652912,11.934727982929862,142.98768465983628,-37.14525298836317,-38.34232385819796,190.04078731238678,13.785528184019167,190.7745355259481,31.67701115231952,31.016430916143396,192.20010763215095,13.863625342317606,192.9421929898039,-12.087986674234699,-10.875968748460359,125.14411276915992,11.186782949944096,125.6272946717435,0.0
18.676596554398696,18.924977510032942,1.0723788465883215,1.0355572637900434,1.0765193054554578,-34.84509497584397,-33.43446359882938,92.2599233285524,9.605202930107849,92.61613924873986,20.128674142000087,23.734573900036217,220.83059648614443,14.860369998292251,221.6832242718052,-38.6531925360057,-37.80948630504771,87.89925264668135,9.375460129864631,88.23863200052952,30.580098642994496,33.00859067224229,169.5890055830041,13.022634356496543,170.2437893883439,-32.89828951071477,-31.900731708430364,124.15886536090248,11.142659707668653,124.63824321943873,3.370547091236604,5.16805382441477,161.40372415391235,12.704476539941044,162.02690455605108,-3.586953024366146,-1.2544699706352695,239.80139864971167,15.48552222721958,240.72727277577258,-16.800922951536513,-17.274970618528315,511.16733039199227,22.609009938340783,513.140949428255,23.643931916095813,27.67013021981235,673.5332069223965,25.952518315616242,676.1337212348384,-19.209316242724267,-22.150457120141414,324.5823424989281,18.01616891847232,325.8355561765304,35.166776594583325,34.02354384985574,323.44934698266184,17.984697578293105,324.6981861602012,-19.859096809078654,-21.786155015956645,464.38892479299614,21.54968502769811,466.18193222462924,0.0
17.075594544208407,17.05053659270714,0.8676870046656487,0.9314971844646922,0.8710371475408054,-28.405029452572098,-28.892532382149295,46.952373070513936,6.852180169151563,47.13365636422252,15.11340056503758,18.74899187573923,198.42747785056378,14.08642885370752,199.19360710867406,-36.13795964233469,-36.829728459744416,112.54079646115184,10.608524707100033,112.97531691080883,33.66421510205867,36.90857670872062,182.19231573968958,13.497863376834482,182.8957609742057,-22.62350008177212,-24.158667110702062,127.98187882873275,11.31290762044545,128.476017357029,2.3170809869659,2.9189674343901486,118.41571874519876,10.88189867372412,118.8729222924775,-7.414282681167419,-8.57165378550026,197.2182926419899,14.043443047984704,197.97975323134133,-38.695522291736424,-39.40749019014804,188.50997501454773,13.72989348154412,189.23781275591665,-9.503950145128247,-10.149189886067916,125.40188010975494,11.19829808987754,125.88605725303582,-47.18703785511084,-47.80431264880559,178.63420700455396,13.365410843088736,179.3239143675058,8.34442803728034,16.115810696724232,702.7240413180675,26.508942666920298,705.4372615548166,-22.31841260424133,-22.54089150622744,180.02650178226946,13.417395491758803,180.72158480073386,0.0
16.90871078650647,17.068834678224185,0.9095276734543633,0.9536916029064968,0.9130393633132611,-28.034693670749633,-26.943972153672437,43.891615672401784,6.625074767306538,44.06108136997861,18.69184448329525,20.679712158344472,130.6023520873237,11.428138609910352,131.10660827298918,-39.84122513193029,-39.995562809436066,84.21428719281204,9.176834268570618,84.5394388808152,33.10455033129849,35.1902459694427,493.0773451260547,22.20534496750849,494.98111865936005,-21.233236356307728,-21.56438849004703,159.37555459514076,12.624403138174127,159.99090422678208,3.601121832497913,3.9463447199187893,106.70935068371043,10.330021814290154,107.12135589870553,-9.02623407199806,-9.665054896344921,142.44058320668483,11.934847431227801,142.9905468484095,-36.05905004874738,-35.59151306582194,129.1621575443316,11.36495303748905,129.66085313330578,-1.193016972199617,-1.4773031378625223,123.01637979822719,11.09127494016027,123.49134651559481,-48.930425253975166,-47.98090799747061,151.79498417803273,12.320510710925612,152.38106519802506,6.572949596102389,13.21752355429631,513.3445111844101,22.657107299574015,515.3265363241181,-22.81777070474282,-20.094336154312558,262.3115823788251,16.19603600819735,263.3243684111758,0.0
16.149318495157257,16.310108658153812,0.6932806862376388,0.8326347856279119,0.695957445643962,-23.058463836778227,-30.46454855489499,195.11940615345094,13.96851481559335,195.8727629339661,-1.0608271609861855,-1.3830295881828343,107.93710372611133,10.389278306317111,108.35384930034337,-8.742012286850157,-8.553619420844313,84.9837872218412,9.2186651540145,85.31190995242748,-9.172670010888964,-9.34302277071852,63.50971682062493,7.969298389483539,63.754928082480596,0.6250212008834171,-0.3176528943812448,147.3109347933067,12.137171614231493,147.87970288131172,-27.725117448080614,-28.636786654937268,140.2727784429959,11.843680949898806,140.81437218215802,-2.2086481129914257,1.755844489502057,359.6197100397372,18.96364179264461,361.0082031286936,-30.276796778345904,-27.424397799578458,239.2588995601668,15.467995977506808,240.1826790951482,-20.980156838961754,-23.927543699347247,252.8000312558358,15.89968651438876,253.77609315257644,-5.758735640228253,-5.414020508935021,174.9761244686586,13.227854114279406,175.65170796081554,-29.07069367088436,-29.700499968246667,630.0099165644708,25.09999833793761,632.4423872847973,1.0827941241553822,1.8380439581403105,193.30925498110807,13.903569864646563,194.055622760958,0.0
